,F010101A,F010201A,F010401A,F010701B,F010801B,F011201A,F080501A,F080601A,F081001B,F081101B,F081201B,F081601B,F082201B,F082701A,F060101B,F060301B,F050101B,F050201B,F050301B,F050401B,F050501B,F050901B,F053201B,F053301B,F051301B,F051701B,F053401B,F052101B,F053202B,F040101B,F040201B,F040401B,F040501B,F040801B,F041201B,F041401B,F041701B,F041801B,F070101B,F070201B,InternationalBig4,TotalAuditFee,ContrshrProportion,Mngmhldn,Boardsize,IndDirectorRatio,SupervisorSize,Y0301b,Y0501b,ChairmanHoldsharesRatio,ManagerHoldsharesRatio,Y1001b,LargestHolderRate,TopTenHoldersRate,IsDisclosingEvaRep,IsValid,IsDeficiency
F053301B,0.253087386445325,0.2603055393107029,0.24177671022747818,0.009305863829573224,0.2451702576644981,-0.17434949466123906,-0.0013672156327148145,0.06544306852128598,0.016524493874832007,-0.005024868726480517,0.010094171183283622,-0.002487509177327478,-0.001549884866020379,0.025584699906722515,-0.0075770897460795995,-0.014778143902076525,0.12599233073545366,0.12590167090441676,0.09642887037527148,0.01360976812869317,0.026942600256130045,0.001275689143973866,0.06305683119418924,1.0,-1.0000000000000007,0.026509089145056595,0.01436020833570772,0.19014330468659368,-0.006338547758603798,-0.29939213987582014,-0.0027971103923006622,0.008700157818061962,-0.004309964121335219,-0.007635407823194168,-0.22832542063200736,-0.0331391541229778,-0.22104017973946205,-0.05815421649093198,-0.015061086658484431,-0.005875605498331892,0.0031203197356675814,-0.0727072361008862,0.02941631778504222,0.10843247443521706,0.003051522790564927,-0.014635033679728838,-0.10252332292182036,0.1373442883367148,-0.08001168163337634,0.09320742736815776,0.08792966617987949,-0.04193717877038539,-0.01183203991406679,0.10861311107323508,-0.02391491215405215,-0.08323104389154029,0.12191548391014702
F051301B,-0.2530873864453245,-0.2603055393107025,-0.24177671022747757,-0.00930586382957323,-0.2451702576644981,0.1743494946612388,0.0013672156327147683,-0.06544306852128608,-0.01652449387483206,0.005024868726480508,-0.010094171183283753,0.002487509177327407,0.001549884866020336,-0.025584699906722554,0.007577089746079584,0.014778143902076582,-0.12599233073545366,-0.12590167090441712,-0.09642887037527152,-0.013609768128693175,-0.026942600256130107,-0.0012756891439738738,-0.0630568311941894,-1.0000000000000007,1.0,-0.026509089145056678,-0.01436020833570777,-0.19014330468659352,0.006338547758603741,0.29939213987582053,0.002797110392300574,-0.00870015781806206,0.004309964121335166,0.007635407823194119,0.22832542063200764,0.03313915412297787,0.22104017973946155,0.05815421649093201,0.01506108665848447,0.005875605498331844,-0.003120319735667394,0.07270723610088585,-0.029416317785042133,-0.10843247443521564,-0.003051522790565789,0.014635033679729471,0.10252332292182018,-0.13734428833671558,0.08001168163337632,-0.09320742736815686,-0.0879296661798784,0.041937178770385,0.011832039914066594,-0.10861311107323568,0.023914912154052625,0.08323104389154012,-0.12191548391014723
F051701B,0.08010820375975826,0.08849359353122718,0.09786328334816671,-0.0009535858241922325,-0.03690817855104657,-0.0031373966894360267,-9.873583078335394e-05,0.011282021860515381,0.0002501983199699496,0.00013974196755605888,-3.481157436235086e-05,-0.00013480201474765858,-9.846251262614883e-05,0.003122905026639749,-0.00022590363291857902,-0.9098875046438427,-0.005878186600006219,-0.0053149564418652345,-0.0035965961003816813,-0.0003122329465116568,-0.0012534878207258124,0.00012571919685148538,-0.0022804567759643966,0.026509089145056595,-0.026509089145056678,1.0,0.9015627146584073,-0.012121819215767592,-9.710874459416008e-05,0.006151371747841378,-5.7508284503156296e-05,0.7232359793674691,-0.00012838796649766658,-0.00017911276963606271,-0.012391182524217908,-0.0008381459914014822,-0.012297963966898213,-0.0017822957634319287,-0.0004219822156535715,-0.00011582757728427858,-0.003987044591977625,-0.002158905253291672,-0.0032051583459988247,0.0020705326847713225,0.0031344444500130395,-0.0033275237097442007,-0.004816272499853658,0.003750595624722198,-0.0057639910011662516,0.01030118121128674,0.013993324885274458,-0.01213897964511995,-0.005376997565409572,-0.003675003520207123,-0.001800705112337701,-0.000550714850793802,-0.0009818776513659535
F053401B,0.0640687580696476,0.07091307900208653,0.09779458829829536,-0.0010322897031933916,-0.027424529300307626,-0.002344398899374149,-4.225338902285614e-05,0.018249931140640805,9.520422737424509e-05,5.427056405839305e-05,8.911310112171236e-05,-1.5979260215898092e-05,-4.4150589598321035e-05,0.005782554678198503,-0.00012011676059698538,-0.9988713085548635,-0.004110541137526125,-0.0037616347875959995,-0.0029503684241818885,-0.00025525867837248656,-0.001741533138817017,1.773344563343381e-05,-0.0017256766111371378,0.01436020833570772,-0.01436020833570777,0.9015627146584073,1.0,-0.009717083598457637,-3.369452304073589e-05,0.004943484080441541,-4.803019282947434e-05,0.8320069658001817,-6.977853884559586e-05,-6.312048651496047e-05,-0.008135207462523518,-0.0003532452919641924,-0.008528305002731872,-0.0010737944257088916,-0.00018476402230590365,-8.671144864323564e-05,-0.0003736213388417574,-0.0011421236388228838,-0.0010681359736505226,-0.001307784834188145,0.0023879999374792718,-0.002328568388330342,-0.00251403240690842,0.0035585273445075142,-0.002871403798312614,0.008054103519254598,0.011515832674036643,-0.009316398063403373,-0.00365249108017267,-0.003651845538216427,-0.0010343180634286235,-0.0006698868245906973,0.0015680049855741523
F052101B,0.10218009865933868,0.10596005066901967,0.09863551293470843,0.012991197044750503,0.15640903690650557,-0.13245942719519585,0.00026400376147483437,0.07025404340733288,0.04392143254148797,0.03868770431662369,0.03262412635076814,0.0014216111363873388,0.00015861380492442653,0.032875905209226945,-0.0033580020766860934,0.010138351672675152,0.2972969951914808,0.2948664482885543,0.30008617130841997,0.06281629041666727,0.09102524284280583,-0.0010982026586906228,0.14574846641685194,0.19014330468659368,-0.19014330468659352,-0.012121819215767592,-0.009717083598457637,1.0,-0.00417574757756716,-0.13085947344667315,0.0002564027815072289,-0.18860618222671657,-0.0020992606916649926,-0.001293088538913943,-0.009661319142274995,-0.00660471324747093,-0.0003130839381074252,-0.0136536124543765,-0.004150950782688077,-0.002003110645956868,-0.010931721216213748,-0.015237256639569317,0.07644485624265594,0.029904552971324622,0.03363911377210423,-0.02335494307049932,-0.007338749840856622,0.049173934390618075,-0.030801408079141595,0.024628177363737194,0.02103370096410162,0.013399208518588808,0.06594047156306283,0.09675460361134683,-0.0032497419890184704,-0.17295554453955134,0.06759126683376061
F053202B,-0.0008015833579329025,-0.0005583667250814664,-0.001573681184280373,-0.00027662005786201216,-0.004019195603040326,0.0005097334241973362,-4.3956038041685264e-05,-0.002235497975680248,6.99253707496898e-05,4.55450604489014e-05,6.718086838804175e-05,-4.002964384612031e-05,-3.251368844943883e-05,-0.0005286764421340605,-8.446311439235213e-05,2.597660277898989e-05,-0.004396089639061436,-0.004137215808654865,-0.0025400824307283748,-7.99487813711227e-06,-0.0012577036422947772,-5.695960945441292e-06,-0.002198301805358294,-0.006338547758603798,0.006338547758603741,-9.710874459416008e-05,-3.369452304073589e-05,-0.00417574757756716,1.0,0.0026935236669653295,-3.5656612783320104e-05,-0.00021852576064639942,-5.071062705390307e-05,-4.081478171311598e-05,-0.0024517618462808304,-0.00020016699754834554,-0.0016361966419012703,-0.0002693309556729189,-0.00013044357503412416,-6.567013866015031e-05,0.0011109938337672148,0.0007154127545656704,-0.0068253514565429765,-0.001991646466629336,0.004827947115847027,0.0021067272119884117,-0.0018363534822451425,0.002691614080757065,-0.012318376005996253,-0.002817846123567917,-0.0021660872211547734,-0.0076185295219905235,-0.0059752320761571,-0.007027882686089484,-0.0007682885546410142,-0.0005220835242436895,0.0028471042896419533
F040101B,0.017516686463050428,0.026350690115686883,-0.01456652931608969,-0.0034980729585891985,-0.07476406886850191,0.020790175619848222,-0.0011164023654596596,0.0029738734843872063,-0.015045290723127536,-0.005314347406069034,-0.013665765380282708,-0.0010475633610147138,-0.0012474842759511945,-0.0025546315625517273,-0.008469205883160975,-0.005306735292710753,-0.0451806003391774,-0.044492283722446076,-0.037064914302113304,-0.030294325634596615,-0.03532795296514012,0.011980301739121731,-0.032030304925413026,-0.29939213987582014,0.29939213987582053,0.006151371747841378,0.004943484080441541,-0.13085947344667315,0.0026935236669653295,1.0,-0.003266286751058515,0.0792865866692448,-0.0016799165209923903,-0.0031368795364296524,-0.1803125737439458,-0.006896420349378166,-0.13902672603834693,-0.01850408338448052,0.001665255423864055,0.0004076601583654144,0.04305264371873817,-0.030576343831887887,-0.05387014054287007,0.05165612549497976,-0.054844038119312294,0.026023809603358688,-0.04860983109078358,0.03873564213257346,-0.026521614375077284,0.04534159170883111,0.03384489088987644,-0.03131731668509367,-0.06762620227267603,-0.05322740895263273,-0.015114711236007414,0.09291210332936503,0.001484119872895376
F040201B,-0.0029937891280356456,-0.003234984506012243,-0.0014080576742182863,-0.0001502249448018024,0.004196927117688976,-0.0011795097367617935,-4.990250311876699e-05,-0.0007139368024879023,0.00010996048621116634,5.443398383066856e-05,4.524139330856621e-05,-4.51568722951702e-05,-4.5157832928475596e-05,-0.00021932251885542367,0.006069134489865202,4.852539285637973e-05,-0.00013614352929001866,-5.15928535091614e-05,0.00021225297826803736,8.684487430814235e-05,7.11516762688629e-05,-0.0006455685092411956,-9.666439729010062e-05,-0.0027971103923006622,0.002797110392300574,-5.7508284503156296e-05,-4.803019282947434e-05,0.0002564027815072289,-3.5656612783320104e-05,-0.003266286751058515,1.0,-0.00020204904012276073,-6.279710760783444e-05,-2.2470256537852254e-05,0.055201455565354954,2.692449124383349e-05,0.014742285874385124,0.0006211680054151475,0.00010294058556984904,0.0007446741938113376,0.0007487461388490654,-0.0012060836524540317,-0.0035582357838675463,-0.004073930318515112,0.0021041353880567335,-0.004294819834274303,-0.0018138231966006498,-0.008804870575370766,0.00849109485858253,-0.003458088321575421,-0.0025781045468824555,0.0034380341630777674,-0.0026170258163665705,-0.00945586466786913,-0.0009807309479556406,-0.0006907144809779309,0.003327021126690941
F040401B,0.052949965949651644,0.04069381140495275,0.06949074642937364,-0.0018426947861196205,-0.053034552510646905,0.0059860522682805666,8.016271682356998e-05,0.011293885264196396,-0.00014867066163422597,-0.0006405361126119385,0.0002092043586550016,0.00010061356804626361,1.3631053670446233e-05,0.007015829259204801,-0.001701560503245994,-0.8322615827026233,-0.01433742335392581,-0.013771665190950001,-0.011943844325141444,-0.0010459953523598243,-0.011685746854585462,-0.0013201316471419474,-0.00850365567609428,0.008700157818061962,-0.00870015781806206,0.7232359793674691,0.8320069658001817,-0.18860618222671657,-0.00021852576064639942,0.0792865866692448,-0.00020204904012276073,1.0,-0.0008842575334444484,-0.0007001177359472791,-0.05617840202467086,-0.0011566816741787665,-0.05287466460948411,-0.005966671343095993,0.0008454426166576575,-0.0004862817487261556,-0.006361563925091056,-0.001047491301933544,-0.0059115372629354014,-0.015620446065398981,-0.007847088958378245,0.005018567542102641,0.0024652286514557854,-0.025881702200087724,0.006126732532327859,-0.006425669203248255,-0.000557881005477041,-0.008703862785755573,-0.0032686611395285467,-0.018864809887509673,0.0021653960097022884,0.03543125130192258,-0.007881067075976177
F040501B,-0.003000961079989614,-0.0015986392282313616,-0.0016734908054371936,-0.00023152336276136497,-0.0012217343340170485,2.7969809486950546e-05,-7.243464446562746e-05,-0.0017319095880214516,0.0002045591327391774,5.982511598586999e-05,9.306948682738118e-05,-4.771553833287216e-05,-6.500289841962433e-05,-0.00033407320900661377,6.689617722237452e-05,6.919864114740891e-05,-0.0024278793952148326,-0.0023156426791348123,-0.001514805071854228,0.00016384422203106127,-0.0007068130879415065,-0.0008838500900026522,-0.0015642634363323075,-0.004309964121335219,0.004309964121335166,-0.00012838796649766658,-6.977853884559586e-05,-0.0020992606916649926,-5.071062705390307e-05,-0.0016799165209923903,-6.279710760783444e-05,-0.0008842575334444484,1.0,0.0005972879536028728,0.007388929830379593,0.005043065576492389,0.009061793124587606,0.0014621698566856171,-0.0002163054170313484,-0.00014039493855423483,0.0018978047586195668,0.00249027368397838,-0.005220441655270749,-0.0023848174250287388,-0.004675621947015154,0.0025053666507514403,-0.00381824498896262,-0.0017779981592437222,0.0062839295197155915,-0.002121952030915276,-0.0019944178201546886,0.004034432646242794,-0.004468707462612382,-0.007608129819048746,-0.00020759762668326218,0.005772666897405881,0.0026507655752609893
F040801B,-0.0017217981930714448,-0.0009500543275128864,-0.0006457408512304037,-0.0004844952591257385,-0.005058963310436521,0.0028104389045745166,-6.49404502541603e-05,-0.003739064508398773,7.318054165918185e-05,6.814885361982904e-05,9.225699418153701e-05,-6.321512429652523e-05,-5.5333623519523726e-05,-0.000717747157829525,0.00010467851261897148,6.038624846798143e-05,-0.004252407148127396,-0.0043811204151352956,-0.0026132987011467297,-0.0029125902749375728,-0.006646650793698287,-0.0003593284716148421,-0.00833408001603091,-0.007635407823194168,0.007635407823194119,-0.00017911276963606271,-6.312048651496047e-05,-0.001293088538913943,-4.081478171311598e-05,-0.0031368795364296524,-2.2470256537852254e-05,-0.0007001177359472791,0.0005972879536028728,1.0,0.035895223217019136,0.01535121559444764,0.05106000078627013,0.03911982007761432,-0.00012208798016133182,-8.422621122409521e-05,0.0014655130623529914,-0.0010025638917526036,-0.002705922003604392,-0.004703848433596099,-0.010462511411804643,0.0023538794480861915,-0.002552630573152685,-0.011047437405417259,0.009340896512929917,-0.004042192165372553,-0.003204837539041721,0.004044145959631074,-0.002268008041304856,-0.007848815410172417,-0.0010526548678237984,-0.00043136872034176763,-0.006802766215884399
F041201B,-0.23909739343010247,-0.23255266634695587,-0.1846037003402888,6.148048853865849e-05,0.04688418331582107,0.036606092318788405,-0.002726266269607208,-0.06377412902118712,0.0036071688932522495,0.0037341326975596305,-0.0017090296367437256,0.004825729277990166,-0.002346785320712512,-0.01701030789751044,0.01066857315193594,0.00840221187560103,0.029617082277291068,0.016752750560592267,0.027431373291880584,0.005611499562237883,0.005865089538325411,-0.01478393293940577,0.01272693721184771,-0.22832542063200736,0.22832542063200764,-0.012391182524217908,-0.008135207462523518,-0.009661319142274995,-0.0024517618462808304,-0.1803125737439458,0.055201455565354954,-0.05617840202467086,0.007388929830379593,0.035895223217019136,1.0,0.05371291785025045,0.7259621555910757,0.11937282250771657,0.0016239347059658967,-0.0023655049447111115,-0.06252390281217698,0.10798634457789556,0.04919724786854459,-0.14466207983261076,0.10269490842083424,-0.025309675156266736,0.10407393644053696,-0.0629794340191759,0.046847440207369424,-0.1272514606999046,-0.10950954806777777,0.10008480174079612,0.07767949472325952,0.032811739278082855,0.02916868236371885,-0.028325932846819783,-0.031630695977906034
F041401B,0.009772801261408583,0.009714779641980033,0.01397377058386741,0.0008767567622792467,-0.032195754799192525,0.003209991892717114,-0.0003462447041886946,-0.0010542430488329204,0.00025744653049476865,-0.0001559832101624048,-0.000692350336091,-8.671950358702028e-05,-0.0003094379206167369,-7.972933361555668e-05,-0.0020983271021382485,0.00031892926126547255,-0.003940155565635666,-0.005328439149422786,-0.003832318499269872,-0.12859630057991048,-0.003416254119738912,-0.0004563183228642421,-0.0029067906673443953,-0.0331391541229778,0.03313915412297787,-0.0008381459914014822,-0.0003532452919641924,-0.00660471324747093,-0.00020016699754834554,-0.006896420349378166,2.692449124383349e-05,-0.0011566816741787665,0.005043065576492389,0.01535121559444764,0.05371291785025045,1.0,0.10746316354681387,0.018284981085957525,-0.0005642397134407003,-0.0007940387330200874,-0.004406212698038754,-0.0026839201656624753,-0.004012221643575995,-0.016790451215504626,-0.01126859097327328,-0.002730957802828073,0.0009729001849749947,-0.017318244177766264,0.00825931326353524,-0.014617621091933408,-0.011645197976789798,0.011424763488432287,-0.0018550524695290387,-0.007237254183218342,-0.0010566730467855261,0.0020937703543491733,-0.0007870835571155831
F041701B,-0.13293022465006601,-0.1381911424658089,-0.12661698406270663,0.0016848425415133441,0.01679497311216098,0.021494049115543,-0.004041698783656779,-0.04059816025699399,0.005866996103248194,0.0038279076543830943,-0.001796517333607364,-0.003352098916545028,-0.0036649265897596597,-0.010291795167558005,-0.0016968201561615506,0.008707130045585569,0.06440564386119994,0.05267230593639039,0.028844704003400227,0.006277949256451923,0.014376814968234383,-0.006862151690950124,0.026782880735133845,-0.22104017973946205,0.22104017973946155,-0.012297963966898213,-0.008528305002731872,-0.0003130839381074252,-0.0016361966419012703,-0.13902672603834693,0.014742285874385124,-0.05287466460948411,0.009061793124587606,0.05106000078627013,0.7259621555910757,0.10746316354681387,1.0,0.1655401632099125,-0.005420776825911625,-0.005409961141193887,-0.00028170042822492326,0.027454593147947823,0.0350474078400756,-0.08573485881993557,0.053370095686501494,-0.03904083200164894,-0.017510332059169378,0.03643383491590473,-0.014338616963380499,-0.07922376970555774,-0.0655907807901392,0.07817290264255793,0.04361761293134955,0.04293848797126878,0.0035883990162716823,-0.04055905729011535,0.047089072048973744
F041801B,-0.045538870098840105,-0.044173125793958656,-0.037978048826296525,-0.0011170808768376124,-0.02013939363623321,0.0266178189924643,0.0007757082002267893,-0.009016783951822845,-0.0003702790142492623,0.00027672623724108965,-0.0008194240914353131,-0.000114189493172995,0.0008314281810606684,-0.0037663998272472517,0.0012068849406819359,0.001082197468581175,-0.006849323733030042,-0.009166768658652923,-0.00751169861815445,-0.0001413548052150563,0.16861469971972365,-0.0014301771259813793,-0.005115383885377763,-0.05815421649093198,0.05815421649093201,-0.0017822957634319287,-0.0010737944257088916,-0.0136536124543765,-0.0002693309556729189,-0.01850408338448052,0.0006211680054151475,-0.005966671343095993,0.0014621698566856171,0.03911982007761432,0.11937282250771657,0.018284981085957525,0.1655401632099125,1.0,0.002218294380522593,-0.0008084964591626627,-0.0014164471453152108,0.01302266746080904,-0.007100397969041665,-0.03165633538065838,0.01024620063574006,-0.0019408408202433915,0.009792157359645956,-0.01818096382622084,0.01321904464828939,-0.028327845571119385,-0.022841710891786157,0.017339434730041736,-0.001343489626894813,-0.017337860672823446,0.0013354501255643384,0.0147281046309256,-0.010293598819475813
F070101B,-0.0157414905219711,-0.016275661675018337,-0.015183306906672236,-0.0006989155865406114,-0.011178436800512316,0.006050318684272993,-5.9874738533024425e-05,-0.004137930769103534,0.000373540682542613,-0.0040767393270621215,-0.00030527780051176306,-8.553123652810154e-05,-7.595504163540122e-05,-4.851910158914212e-05,0.006973700797466829,0.00017952863778176485,-0.0021620651138138246,-0.002867071119537942,-0.0014348795560366035,0.00019140121963113544,-2.38198750046717e-05,-0.08786036870774212,0.0001763763301484703,-0.015061086658484431,0.01506108665848447,-0.0004219822156535715,-0.00018476402230590365,-0.004150950782688077,-0.00013044357503412416,0.001665255423864055,0.00010294058556984904,0.0008454426166576575,-0.0002163054170313484,-0.00012208798016133182,0.0016239347059658967,-0.0005642397134407003,-0.005420776825911625,0.002218294380522593,1.0,-0.00020615774780637777,-0.00025763464256696185,0.003533664565083909,-0.010104104078221763,-0.010622903863148306,0.0032753889824178044,0.00245611489858818,0.009389146484812146,-0.0035805795594066768,0.004047795106337461,-0.00788846420433967,-0.006427992673525675,0.0042289154047547165,-0.007260314578175154,-0.01647145867159388,0.001391072085389372,0.0021260539065051562,-0.0050516129252197485
F070201B,-0.0005562519146221396,-1.5319036453433825e-05,0.000291666303614707,-0.0003315273865754522,-0.002211554399387378,-0.001228682688822738,-9.217790124872292e-05,-0.001569811083153795,6.081787369396458e-05,0.0001180460739873061,2.2077521886993906e-05,-4.872631332974479e-05,-8.517973091612868e-05,-0.00046818127658395433,0.002480848366895973,8.865579429019763e-05,-0.0021052760229427056,-0.0014455793205600325,-0.0008164598494865789,6.221816734155269e-05,-0.00022733291204948705,0.0009508812874526377,-0.0009240823989012006,-0.005875605498331892,0.005875605498331844,-0.00011582757728427858,-8.671144864323564e-05,-0.002003110645956868,-6.567013866015031e-05,0.0004076601583654144,0.0007446741938113376,-0.0004862817487261556,-0.00014039493855423483,-8.422621122409521e-05,-0.0023655049447111115,-0.0007940387330200874,-0.005409961141193887,-0.0008084964591626627,-0.00020615774780637777,1.0,0.0009757032537691784,-0.0008328780639097398,0.002330760232922916,0.007304792022783271,-0.001963244007520401,0.00028760690690180803,-0.0003487461389436766,0.00017150968783740758,-0.0005383066495877412,0.008907109914291719,0.012375146757397959,-0.008375773424650316,0.0036185826017863785,-0.0017956537838454446,-0.0008852358608618727,-9.104722958625207e-05,0.0009767963614369123
InternationalBig4,0.0344186546385853,0.02959452273960518,0.01250152033713124,0.003387677743875815,-0.00815576314842591,-0.012755725473688998,0.001494177343709407,0.0002871838760845315,-0.004527406248869788,-0.0025013907818904834,-0.004478996695831163,0.001122018644562732,0.0014158645212396755,-0.006500273471038544,-0.003666236159781783,0.00027941481035331496,-0.000618344544157038,-0.0007705664903971606,-0.008455641504709607,-0.002200718125661998,-0.0019047820226855963,0.010708940245395615,-0.006566906065275004,0.0031203197356675814,-0.003120319735667394,-0.003987044591977625,-0.0003736213388417574,-0.010931721216213748,0.0011109938337672148,0.04305264371873817,0.0007487461388490654,-0.006361563925091056,0.0018978047586195668,0.0014655130623529914,-0.06252390281217698,-0.004406212698038754,-0.00028170042822492326,-0.0014164471453152108,-0.00025763464256696185,0.0009757032537691784,1.0,-0.3569314781205866,-0.11650991524901586,0.07530109320986544,-0.06703833713900996,-0.04151965962035173,-0.0995653317514392,0.09098351447544958,-0.06233084690764657,0.06426619167402518,0.05037992527756504,-0.012638158900843221,-0.13738809239580438,-0.15514859994238306,-0.02620594814933511,0.005620348343257355,0.10647071129523442
TotalAuditFee,-0.08729713939840353,-0.08359231945057806,-0.062406045823254395,-0.002345869541312929,-0.019143953207598458,0.03615150698195443,-0.001185356710835177,-0.01762873693709303,0.001501897570709692,0.001426463560604675,0.0006649557970314426,0.0010319016529225793,-0.0010732791852098842,-0.006087307279897082,0.004798268896653334,0.0011720593531442905,-0.009863230259350422,-0.011652801768434131,-0.0016957312694596066,-0.0011678482647952983,-0.004182695675844879,-0.012114903540453172,-0.00042458115969204945,-0.0727072361008862,0.07270723610088585,-0.002158905253291672,-0.0011421236388228838,-0.015237256639569317,0.0007154127545656704,-0.030576343831887887,-0.0012060836524540317,-0.001047491301933544,0.00249027368397838,-0.0010025638917526036,0.10798634457789556,-0.0026839201656624753,0.027454593147947823,0.01302266746080904,0.003533664565083909,-0.0008328780639097398,-0.3569314781205866,1.0,0.07199837144788694,-0.0993242475349672,0.07390812470805545,0.07001058216189955,0.12877439149775188,-0.07210685038381072,0.04821650335882155,-0.0874531248782005,-0.07102823044040395,0.030635702200549165,0.10099115541949114,0.10381721566167677,0.017888965429701274,0.01361865987083157,-0.12081452151400648
ContrshrProportion,0.0400398281120088,0.037331472574302596,0.038913115187040936,-0.0017957430318468475,0.07768542289018818,-0.01624232843163747,-0.0032017792690074496,0.01008094084982803,0.014164335907803683,0.000962149029724813,0.0022722279631976184,-0.006524533200261275,-0.002926083437400689,0.007140293850236192,-0.005649088052834242,0.001330763497370085,0.046097364616940945,0.04672098761843605,0.04876950037692919,0.01294196144932267,0.018408000776404976,-0.0028669538497635926,0.04116597631780867,0.02941631778504222,-0.029416317785042133,-0.0032051583459988247,-0.0010681359736505226,0.07644485624265594,-0.0068253514565429765,-0.05387014054287007,-0.0035582357838675463,-0.0059115372629354014,-0.005220441655270749,-0.002705922003604392,0.04919724786854459,-0.004012221643575995,0.0350474078400756,-0.007100397969041665,-0.010104104078221763,0.002330760232922916,-0.11650991524901586,0.07199837144788694,1.0,0.14070878186596247,-0.023362591102643725,0.04847441667635996,0.07409117082729998,-0.07848651785274842,0.08540930679557864,0.1337436064542282,0.1269165146700716,0.003039549063618533,0.839208188969247,0.6146541662008733,0.04108758653521882,-0.06053007311571849,-0.038768188688790936
Mngmhldn,0.19850959705041185,0.20258218459256488,0.14922098262898587,-0.0017411234155137116,0.044078873207967495,-0.06442543532158455,-0.003095179309689292,0.09231004276389194,0.0024795813825490803,-0.0046254518116959,0.006368603134992773,-0.00397668400989286,-0.0033782012624280823,0.02629173446729914,-0.01009670994571453,0.0014195110382220777,0.006441420211078314,0.014712211911849262,0.008717311570521358,0.005248378689370983,0.005335974315865457,0.018847347162735673,0.011317380648463857,0.10843247443521706,-0.10843247443521564,0.0020705326847713225,-0.001307784834188145,0.029904552971324622,-0.001991646466629336,0.05165612549497976,-0.004073930318515112,-0.015620446065398981,-0.0023848174250287388,-0.004703848433596099,-0.14466207983261076,-0.016790451215504626,-0.08573485881993557,-0.03165633538065838,-0.010622903863148306,0.007304792022783271,0.07530109320986544,-0.0993242475349672,0.14070878186596247,1.0,-0.23948356755131842,0.08460019772044566,-0.1755436784811855,0.18872890574960438,-0.11972415304387309,0.872655117217926,0.6848238757515177,-0.3035442379258463,-0.02150923961787168,0.1924493749184144,-0.019545918341412095,-0.031164018818571913,0.0841454579764207
Boardsize,-0.10628227227780253,-0.10526366251541085,-0.06942979668099723,-0.008232621867653032,0.015525997774743226,0.0178255990223159,-7.675490087683368e-05,-0.028313988468767523,0.008815628307944745,0.0019156521601908097,0.005388570292956309,-0.005781254939937256,7.859704949551579e-05,-0.004679033291109539,0.012656817180157338,-0.0023755360024101655,0.033687983739720546,0.02918962491519541,0.037298252536828114,0.000422883306729189,0.008503500541232197,-0.010726945890627913,0.022290872112265193,0.003051522790564927,-0.003051522790565789,0.0031344444500130395,0.0023879999374792718,0.03363911377210423,0.004827947115847027,-0.054844038119312294,0.0021041353880567335,-0.007847088958378245,-0.004675621947015154,-0.010462511411804643,0.10269490842083424,-0.01126859097327328,0.053370095686501494,0.01024620063574006,0.0032753889824178044,-0.001963244007520401,-0.06703833713900996,0.07390812470805545,-0.023362591102643725,-0.23948356755131842,1.0,-0.5417349335849734,0.27761616877185596,-0.026723247826634766,0.016139236837823683,-0.2412247731360673,-0.19624174352457374,0.21798439847576712,0.011871866366224448,0.03589195273569308,0.029984910566499767,-0.032065617604031524,-0.027014951599106732
IndDirectorRatio,0.01622453553861709,0.017003595593934204,0.013375476071256505,-0.00837935606225443,-0.01528676703749717,0.002856661636457856,-0.0008283661862149421,-0.0015259237381717516,-0.011782642499567883,0.0015100898131019318,0.00035236347865713353,0.006065893903678692,-0.0007688605445291257,-0.0005584160181730249,-0.004969822404253673,0.00239187343490841,-0.021862933028739,-0.02042900635962163,-0.01775793481088015,-0.001009500037900029,-0.013538869633222659,-0.0018365741871070895,-0.017568031479841026,-0.014635033679728838,0.014635033679729471,-0.0033275237097442007,-0.002328568388330342,-0.02335494307049932,0.0021067272119884117,0.026023809603358688,-0.004294819834274303,0.005018567542102641,0.0025053666507514403,0.0023538794480861915,-0.025309675156266736,-0.002730957802828073,-0.03904083200164894,-0.0019408408202433915,0.00245611489858818,0.00028760690690180803,-0.04151965962035173,0.07001058216189955,0.04847441667635996,0.08460019772044566,-0.5417349335849734,1.0,-0.06707301558200716,-0.026944709929736875,0.03518636475396262,0.10403683364275108,0.09678264621822648,-0.12671361538298506,0.03694251793551125,-0.0016298551702924572,-0.0038995578505279555,0.023849512480089978,-0.04529233448688877
